Senas ID,Senas autorius,Senas pavadinimas,Sena vieta,Patalpa,Lentyna,Pozicija,Perskaityta autorius,Perskaityta pavadinimas,Panašumas,Pasitikėjimas,Šaltinis,Viršelio nuotrauka,Pastaba
K00137,Mark Stevenson,An Optimist's Tour of the Future,"Spinta A, 5 lentyna",Žagarinė salonas,32,23,Mark Stevenson,An Optimist's Tour of the Future,1.15,0.9,cover,Zagarine Salonas 32_1.JPG,
K00138,William Makepeace Thackeray,The Book of Snobs,"Spinta A, 5 lentyna",Žagarinė salonas,32,24,William Makepeace Thackeray,The Book of Snobs,1.15,0.9,cover,Zagarine Salonas 32_1.JPG,
K00139,Richard Dawkins,The Greatest Show on Earth,"Spinta A, 5 lentyna",Žagarinė salonas,32,25,Richard Dawkins,The Greatest Show on Earth,1.15,0.9,cover,Zagarine Salonas 32_1.JPG,paskutinė knyga prie dešinės spintos sienelės
K00160,Johann Gottfried Herder,Abhandlung über den Ursprung der Sprache,"Spinta A, 7 lentyna",Žagarinė salonas,33,2,Johann Gottfried Herder,Abhandlung über den Ursprung der Sprache,1.15,0.9,spine,,"geltona Reclam knygelė, Nr. 8729"
K00162,Gottfried Keller,Kleider machen Leute,"Spinta A, 7 lentyna",Žagarinė salonas,33,3,Gottfried Keller,Kleider machen Leute,1.15,0.8,spine,,"geltona Reclam knygelė, Nr. 7470; autoriaus vardas uždengtas"
K00161,Friedrich Hebbel,Maria Magdalena,"Spinta A, 7 lentyna",Žagarinė salonas,33,4,Friedrich Hebbel,Maria Magdalena,1.15,0.7,spine,,"geltona Reclam knygelė, Nr. 3173; autorius nugarėlėje nematomas"
K00163,Christian Reuter,Schelmuffsky,"Spinta A, 7 lentyna",Žagarinė salonas,33,5,,Schelmuffsky,1,0.8,spine,,"geltona Reclam knygelė, Nr. 4343"
K00165,Martin Luther,An den christlichen Adel deutscher Nation (Studienausgabe),"Spinta A, 7 lentyna",Žagarinė salonas,33,7,Martin Luther,An den christlichen Adel teutscher Nation. Studienausgabe,0.98,0.8,spine,,"geltona Reclam knygelė, Nr. 19300"
K00168,Christoph Martin Wieland,Die Geschichte der Abderiten,"Spinta A, 7 lentyna",Žagarinė salonas,33,10,Christoph Martin Wieland,Die Geschichte der Abderiten,1.15,0.7,spine,,"geltona Reclam knygelė, Nr. 331; matosi „Wieland … e der Abderiten“"
K00028,Johann Wolfgang von Goethe,Faust,"Spinta A, 1 lentyna (viršutinė)",Žagarinė salonas,33,11,Johann Wolfgang von Goethe,Faust,1.15,0.7,spine,,"geltona Reclam knygelė, Nr. 1524; autorius nugarėlėje nematomas"
K00169,Joseph von Eichendorff,Gedichte,"Spinta A, 7 lentyna",Žagarinė salonas,33,13,Joseph von Eichendorff,Gedichte,1.15,0.8,spine,,"žalia plona nugarėlė, „240 EICHENDORFF: GEDICHTE“"
K00170,Georg Büchner,Werke,"Spinta A, 7 lentyna",Žagarinė salonas,33,14,Georg Büchner,Werke der Freiheit,0.65,0.7,spine,,žalsvai melsva nugarėlė; pavadinimo galas uždengtas
K00188,Friedrich Hebbel (?),Werke,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,33,21,Ludwig Uhland,Uhlands Werke,0.67,0.8,spine,,raudona nugarėlė su auksiniu gotišku įrašu „L. Uhlands Werke“
K00142,Gottfried Keller,Der grüne Heinrich,"Spinta A, 6 lentyna",Žagarinė salonas,33,23,Gottfried Keller,Der grüne Heinrich,1.15,0.9,spine,,
K00143,Thomas Mann,Der Zauberberg,"Spinta A, 6 lentyna",Žagarinė salonas,33,24,Thomas Mann,Der Zauberberg,1.15,0.9,spine,,nugarėlėje numeris 11908
K00151,,Briefwechsel Schiller–Goethe (2 tomas),"Spinta A, 6 lentyna",Žagarinė salonas,33,25,,Briefwechsel Schiller–Goethe,0.86,0.9,spine,,insel taschenbuch (it)
K00144,Adalbert Stifter,Der Nachsommer,"Spinta A, 6 lentyna",Žagarinė salonas,33,26,Adalbert Stifter,Der Nachsommer,1.15,0.9,spine,,
K00145,Voltaire,Das Zeitalter Ludwigs XIV.,"Spinta A, 6 lentyna",Žagarinė salonas,33,27,Voltaire,Das Zeitalter Ludwigs XIV,1.15,0.8,spine,,
K00146,Wolfram von Eschenbach,Parzival,"Spinta A, 6 lentyna",Žagarinė salonas,33,28,Wolfram von Eschenbach,Parzival,1.15,0.8,spine,,oranžinė nugarėlė; pavadinimas iš dalies uždengtas
K00147,Hermann Hesse,Das Glasperlenspiel,"Spinta A, 6 lentyna",Žagarinė salonas,33,29,Hermann Hesse,Das Glasperlenspiel,1.15,0.9,spine,,tamsiai mėlyna nugarėlė
K00148,Wolfgang Amadeus Mozart,Briefe,"Spinta A, 6 lentyna",Žagarinė salonas,33,30,Wolfgang Amadeus Mozart,Briefe,1.15,0.9,spine,,
K00149,,Klassische Upanishaden,"Spinta A, 6 lentyna",Žagarinė salonas,33,31,,Klassische Upanishaden,1,0.8,spine,,balta nugarėlė
K01592,,Deutsche Volksbücher,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,33,32,,Deutsche Volksbücher,1,0.8,spine,,"sena kreminė nugarėlė, gotiškas šriftas, apdilusi"
K00152,Eberhard Hilscher,Thomas Mann,"Spinta A, 6 lentyna",Žagarinė salonas,33,34,Eberhard Hilscher,Thomas Mann,1.15,0.7,spine,,"smėlinė nugarėlė, paskutinė lentynoje"
K00172,Jean Paul,Titan,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,1,Jean Paul,Titan,1.15,0.9,spine,,balta kartoninė dėžutė su tomu
K00173,Friedrich Schiller,Gedichte,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,2,Schiller,Gedichte,1.15,0.6,spine,,"sena žalsva nugarėlė, gotiškas šriftas, stipriai apdilusi"
K00174,Johann Wolfgang von Goethe,Briefe an Frau von Stein,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,3,Johann Wolfgang von Goethe,Goethes Briefe an Frau von Stein,1.04,0.8,spine,,"nugarėlės galas uždengtas, skaitoma „Goethes Briefe an Frau von St…“"
K00175,Johann Wolfgang von Goethe,Faust I,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,5,Johann Wolfgang von Goethe,Faust I,1.15,0.9,spine,,"pilka nugarėlė, „Klassiker 2“, apačioje G 780"
K00176,Carlo Gozzi,Unnütze Erinnerungen (Memoiren),"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,6,Carlo Gozzi,Unnütze Erinnerungen,0.95,0.8,spine,,detebe-Klassiker; nugarėlėje „GOZZI Unnütze Erinnerun…“
K00177,Jeremias Gotthelf,Uli der Knecht,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,7,Gotthelf,Uli der Knecht,1.15,0.9,spine,,"pilkšvai žalsva nugarėlė, raudona etiketė „R 11“"
K00179,H. J. C. von Grimmelshausen,Der abenteuerliche Simplicissimus,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,9,Grimmelshausen,Der abenteuerliche Simplicissimus,1.15,0.9,spine,,"raudona nugarėlė, numeris 207"
K00181,,Griechenland,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,11,,Griechenland,1,0.9,spine,,serija „Die Blauen Führer“
K00182,Friedrich Hölderlin,Gedichte,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,12,Friedrich Hölderlin,Gedichte,1.15,0.9,spine,,insel taschenbuch it 781
K00184,Heinrich Heine,Buch der Lieder,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,14,Heinrich Heine,Buch der Lieder,1.15,0.6,spine,,matosi „Heine · Buch der…“
K00191,Konfucijus (Konfuzius),Gespräche (Lun Yu),"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,19,Konfuzius,Gespräche,0.82,0.7,spine,,nugarėlėje „KONFUZIUS Gespr…“
K00192,Heinrich Heine,Italienische Reisebilder,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,20,Heinrich Heine,Italienische Reisebilder,1.15,0.6,spine,,"nugarėlė nublukusi, skaitoma „HEINE · ITALIENISCHE REISEBI…“"
K00193,Ludwig Tieck,Straußfedern,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,21,Ludwig Tieck,Straußfedern,1.15,0.8,spine,,insel taschenbuch 888
K00195,Achim von Arnim; Clemens Brentano,Des Knaben Wunderhorn,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,24,,Des Knaben Wunderhorn,1,0.8,spine,,"insel taschenbuch, gotiškas šriftas; tomo numeris neįskaitomas"
K00196,Alain-René Le Sage,Gil Blas,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,25,Le Sage,Gil Blas II,1.15,0.8,spine,,"insel taschenbuch, nugarėlėje „LE SAGE, GIL BLAS II“"
K00198,Voltaire (Вольтер),Философские повести; Орлеанская девственница,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,26,Вольтер,Орлеанская девственница. Философские повести,1.15,0.7,spine,,"balta nugarėlė, viršuje mėlyna etiketė"
K00197,,Das Nibelungenlied,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,29,,Das Nibelungenlied,1,0.9,cover,Zagarine Salonas 34_4.JPG,"zweisprachig, hrsg. Helmut de Boor"
K00178,Gottfried Keller,Die Leute von Seldwyla,"Spinta A, 8 lentyna (apatinė)",Žagarinė salonas,34,33,Gottfried Keller,Die Leute von Seldwyla,1.15,0.9,cover,Zagarine Salonas 34_8.JPG,"Erzählungen, erster und zweiter Band, vollständige Ausgabe; Berlin W 50"
K01720,,Охота и политика: десять веков русской охоты,"Medinė lentyna, 3 lentyna (atlasai, geografija)",Žagarinė salonas,35,1,,Охота и политика. Десять веков русской охоты,1,0.8,spine,,žalias odinis viršelis su auksiniu durklu
K01721,,The Times Atlas of the World,"Medinė lentyna, 3 lentyna (atlasai, geografija)",Žagarinė salonas,35,2,,The Times Atlas of the World,1,0.9,spine,,
K01722,Marc Kaufman,Mars Up Close,"Medinė lentyna, 3 lentyna (atlasai, geografija)",Žagarinė salonas,35,4,Kaufman,Mars Up Close,1.15,0.9,spine,,nugarėlėje tik pavardė „KAUFMAN“
K01723,Dana Berry,Pirmyn į Marsą,"Medinė lentyna, 3 lentyna (atlasai, geografija)",Žagarinė salonas,35,5,Dana Berry,Pirmyn į Marsą,1.15,0.8,spine,,tamsiai raudona nugarėlė
K01724,,Naujasis pasaulio geografijos atlasas,"Medinė lentyna, 3 lentyna (atlasai, geografija)",Žagarinė salonas,35,6,,Naujasis pasaulio geografijos atlasas,1,0.9,spine,,
K01725,,Pasaulio geografijos enciklopedija ir viso pasaulio atlasas,"Medinė lentyna, 3 lentyna (atlasai, geografija)",Žagarinė salonas,35,7,,Pasaulio geografijos enciklopedija ir viso pasaulio atlasas,1,0.9,spine,,
K01726,,Geographica: World Atlas & Encyclopedia,"Medinė lentyna, 3 lentyna (atlasai, geografija)",Žagarinė salonas,35,8,,Geographica. World Atlas & Encyclopedia,1,0.9,spine,,
K01727,,Pasaulio atlasas,"Medinė lentyna, 3 lentyna (atlasai, geografija)",Žagarinė salonas,35,9,,Pasaulio atlasas,1,0.9,spine,,mėlyna nugarėlė
K01729,,Jūrų planeta,"Medinė lentyna, 3 lentyna (atlasai, geografija)",Žagarinė salonas,35,10,"Laurent Ballesta, Pierre Descamp",Jūrų planeta,1,0.9,spine,,
K01730,,Žemė,"Medinė lentyna, 3 lentyna (atlasai, geografija)",Žagarinė salonas,35,11,,Žemė,1,0.9,spine,,
K01731,,Toli iš arti,"Medinė lentyna, 3 lentyna (atlasai, geografija)",Žagarinė salonas,35,12,Jurga ir Ričardas Anusauskai,Toli iš arti,1,0.9,spine,,juoda nugarėlė su DK logotipu
K01732,,100 gražiausių pasaulio aikščių,"Medinė lentyna, 3 lentyna (atlasai, geografija)",Žagarinė salonas,35,13,,100 gražiausių pasaulio aikščių,1,0.9,spine,,
K01733,Marcello Morelli (proj. vad.),Pasaulio valdovų rūmai,"Medinė lentyna, 3 lentyna (atlasai, geografija)",Žagarinė salonas,35,15,,Pasaulio valdovų rūmai,1,0.9,spine,,"serija, kurios projekto vadovas Marcello Morelli"
K01734,,Šventyklos ir vienuolynai,"Medinė lentyna, 3 lentyna (atlasai, geografija)",Žagarinė salonas,35,16,,Šventyklos ir vienuolynai,1,0.9,spine,,nugarėlėje „Projekto vadovas Marcello Morelli“
K01669,Jimmy Petterson,Skiing Around the World,"Medinė lentyna, 1 lentyna (kelionės)",Žagarinė salonas,35,17,Jimmy Petterson,Skiing Around the World,1.15,0.9,spine,,
K01670,Jurga ir Ričardas Anusauskai,Azijos dvasia,"Medinė lentyna, 1 lentyna (kelionės)",Žagarinė salonas,35,18,Giedrius Dagys,Azijos dvasia,1,0.8,spine,,geltona nugarėlė
K01671,,Beijing (北京),"Medinė lentyna, 1 lentyna (kelionės)",Žagarinė salonas,35,19,Jurga ir Ričardas Anusauskai,北京 Beijing,1,0.8,spine,,purpurinė ir geltona nugarėlė; kinų leidykla
K01673,,По Западным районам КНР,"Medinė lentyna, 1 lentyna (kelionės)",Žagarinė salonas,35,20,В. Л. Ларин,По Юго-Западным районам КНР,0.86,0.8,spine,,plona šviesiai mėlyna nugarėlė
K01674,Vita Vilimaitė Lefebvre Delattre,Šešeri metai Saigone,"Medinė lentyna, 1 lentyna (kelionės)",Žagarinė salonas,35,22,Е. М. Селиванов,Šešeri metai Saigone,1,0.7,spine,,žydra nugarėlė; autoriaus pavardė nugarėlėje kirilica
K01675,Jim Baker,Crossroads: A Popular History of Malaysia and Singapore,"Medinė lentyna, 1 lentyna (kelionės)",Žagarinė salonas,35,23,Jim Baker,Crossroads. A Popular History of Malaysia and Singapore,1.15,0.9,spine,,
K01677,Tomkinson,Tomkinson's Tunisia,"Medinė lentyna, 1 lentyna (kelionės)",Žagarinė salonas,35,25,Michael Tomkinson,Tomkinson's Tunisia,1.15,0.8,spine,,nugarėlėje „Tomkinson's TUNISIA“
K01678,,Ägypten,"Medinė lentyna, 1 lentyna (kelionės)",Žagarinė salonas,35,28,,Ägypten,1,0.8,spine,,"violetinė nugarėlė, apačioje „AP“"
K01679,Gabrielė Štaraitė (?),Apie Afrikos žmones ir žvėris,"Medinė lentyna, 1 lentyna (kelionės)",Žagarinė salonas,35,30,,Apie Afrikos žmones ir žvėris,1,0.8,spine,,juoda nugarėlė su masajaus nuotrauka
K01680,Saulius Norkevičius,Paslaptinga Amazonija: Mato Šalčiaus klajonių pėdsakais,"Medinė lentyna, 1 lentyna (kelionės)",Žagarinė salonas,35,31,Saulius Norkevičius,Pasiklydęs Amazonijoje. Mato Šalčiaus klajojimo pėdsakais,0.65,0.8,spine,,
K01686,,Jerusalem Through My...,"Medinė lentyna, 1 lentyna (kelionės)",Žagarinė salonas,35,34,,Jerusalem Through,1,0.4,spine,,juoda nugarėlė; pavadinimas nukirstas kadro krašte: „JERUSALEM THROUGH M…“
K01773,Hannelore Fischer-Reska,Knyga apie gydomąsias zonas,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,36,2,Hannelore Fischer-Reska,Knyga apie gydomąsias zonas,1.15,0.9,cover,Zagarine Salonas 36_2.JPG,leidyklos pavadinimas ant viršelio dalinai uždengtas pirštu
K01746,Federico García Lorca,Selected Poems,"Medinė lentyna, 4 lentyna (albumai, Vilniaus istorija)",Žagarinė salonas,36,8,Federico García Lorca,Selected Poems,1.15,0.9,cover,Zagarine Salonas 36_8.JPG,"dvikalbis leidimas su lygiagrečiu ispanišku tekstu, vertė Martin Sorrell"
K01735,Ingo F. Walther,Pablo Picasso,"Medinė lentyna, 4 lentyna (albumai, Vilniaus istorija)",Žagarinė salonas,36,9,Ingo F. Walther,Pablo Picasso,1.15,0.9,spine,,kalba iš nugarėlės nenustatoma
K01700,Joel K. Kahn,The Plant-Based Solution,"Medinė lentyna, 2 lentyna (dailės albumai)",Žagarinė salonas,36,10,Joel K. Kahn,The Plant-Based Solution,1.15,0.9,cover,Zagarine Salonas 36_9.JPG,paantraštė „America's Healthy Heart Doc's Plan to Power Your Health“
K01777,Joe Vitale,Jokių ribų,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,36,12,"Joe Vitale, Ihaleakala Hew Len",Jokių ribų,1,0.9,cover,Zagarine Salonas 36_11.JPG,
K01736,,Vilniaus miesto istorijos skaitiniai,"Medinė lentyna, 4 lentyna (albumai, Vilniaus istorija)",Žagarinė salonas,36,14,,Vilniaus miesto istorijos skaitiniai,1,0.9,spine,,storas tomas pilku aplanku
K01737,Olga Tuberozova (?),Svečiuose pas paveikslus,"Medinė lentyna, 4 lentyna (albumai, Vilniaus istorija)",Žagarinė salonas,36,15,Olga Tuberovskaja,Svečiuose pas paveikslus,1,0.9,spine,,
K01739,Aziz Ansari,Modern Romance,"Medinė lentyna, 4 lentyna (albumai, Vilniaus istorija)",Žagarinė salonas,36,17,Aziz Ansari,Modern Romance,1.15,0.9,spine,,
K00297,,Šventasis Raštas (II tomas),"Spinta B, 4 lentyna",Žagarinė salonas,36,18,,Šventasis Raštas,0.8,0.9,spine,,"bordinės odos įrišimas, ant nugarėlės A ir Ω"
K01742,George R. R. Martin,Fire & Blood,"Medinė lentyna, 4 lentyna (albumai, Vilniaus istorija)",Žagarinė salonas,36,19,George R. R. Martin,Fire & Blood,1.15,0.9,spine,,
K01743,,Витторе Карпаччо (Vittore Carpaccio),"Medinė lentyna, 4 lentyna (albumai, Vilniaus istorija)",Žagarinė salonas,36,21,Н. Смирнова,Витторе Карпаччо,0.67,0.9,spine,,plonas baltas albumėlis
K01702,Gil Imaná,Pintores Bolivianos Contemporáneos,"Medinė lentyna, 2 lentyna (dailės albumai)",Žagarinė salonas,36,25,Gil Imaná,Pintores Bolivianos Contemporáneos,1.15,0.9,spine,,ispanų kalba
K01703,,Микеланджело,"Medinė lentyna, 2 lentyna (dailės albumai)",Žagarinė salonas,36,26,,Микеланджело,1,0.8,spine,,"kreminė nugarėlė, autorius nematomas"
K01766,,Didžioji Lietuvos grybų knyga,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,36,27,Selemonas Paltanavičius,Lietuvos gyvūnų didžioji knyga,0.75,0.9,spine,,
K01705,,Vakarų Europos tapyba (I tomas),"Medinė lentyna, 2 lentyna (dailės albumai)",Žagarinė salonas,36,28,,Vakarų Europos tapyba,0.86,0.9,spine,,pirmas iš dviejų vienodų egzempliorių
K01706,,Vakarų Europos tapyba (II tomas),"Medinė lentyna, 2 lentyna (dailės albumai)",Žagarinė salonas,36,29,,Vakarų Europos tapyba,0.86,0.9,spine,,antras iš dviejų vienodų egzempliorių
K01749,,Советское кино / Soviet Cinema,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,1,,Советское кино · Soviet Cinema,1,0.9,spine,,dvikalbis albumas (RU/EN)
K01750,Philip Kemp,Cinema: The Whole Story,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,2,Philip Kemp,Cinema. The Whole Story,1.15,0.9,spine,,
K01751,,Režisierius Almantas Grikevičius: epizodai paskutiniam filmui,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,3,,Režisierius Almantas Grikevičius. Epizodai paskutiniam filmui,1,0.9,spine,,
K01752,Barry Norman,100 Best Films of the Century,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,4,Barry Norman,100 Best Films of the Century,1.15,0.9,spine,,
K01753,Vidas Poškus,Menininko dirbtuvė: 42 istorijos,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,5,Vidas Poškus,Menininko dirbtuvė: 42 istorijos,1.15,0.9,spine,,
K01754,M. Zakas (М. Зак),Михаил Ромм и его фильмы,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,7,М. Зак,Михаил Ромм и его фильмы,1.15,0.9,spine,,tamsiai rožinė nugarėlė
K01755,Markas Petuchauskas,Ekrane ir už ekrano,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,10,,Ekrane ir už ekrano,1,0.7,spine,,kreminė nugarėlė; gali būti tos pačios knygos kaip pos 9 paantraštė
K01756,Zero Mostel; Robert Frank (fotogr.),Zero Mostel Reads a Book,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,11,Robert Frank,Zero Mostel Reads a Book,1.15,0.8,spine,,nugarėlėje „Zero Mostel reads a book · Photographs by Robert Frank“
K01757,,An den Hängen der Berge die Zypressen,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,12,Steigert,An den Hängen der Berge die Zypressen,1,0.8,spine,,juoda nugarėlė
K00472,,Lietuvos karininko fotoalbumas,"Spinta C, 7 lentyna (apatinė)",Žagarinė salonas,37,15,,Lietuvos karininko fotoalbumas,1,0.9,spine,,nugarėlėje numeris 1
K01759,,1000 Photo Icons (George Eastman House),"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,16,,1000 Photo Icons. George Eastman House,1,0.9,spine,,raudona nugarėlė
K01760,Arvydas Šliogeris,Melancholijos archipelagai,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,18,Arvydas Šliogeris,Melancholijos archipelagai,1.15,0.9,spine,,
K01763,,The World's Greatest Artists and Bands: Chord Songbook,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,22,,The World's Greatest Artists and Bands · Chord Songbook,1,0.8,spine,,
K01764,Andrius Kulikauskas,Pašėlęs vėjas: grokim su Andriumi Kulikausku,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,25,Andrius Kulikauskas,Grokite su Andriumi Kulikausku,0.65,0.7,spine,,
K01765,Juozas Statkevičius,Grožio kirtis,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,26,Juozas Statkevičius,Grožio kirtis,1.15,0.8,spine,,autoriaus pavardė nugarėlėje rašyta ranka imituojančiu šriftu
K01767,Dick Grote,The Complete Guide to Performance Appraisal,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,27,Dick Grote,The Complete Guide to Performance Appraisal,1.15,0.9,spine,,
K01768,Anne Sverdrup-Thygeson,Vabzdžių planeta,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,28,Anne Sverdrup-Thygeson,Vabzdžių planeta,1.15,0.9,spine,,
K01769,Janet Lowe,Kalba Warrenas Buffettas,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,29,Janet Lowe,Kalba Warrenas Buffettas,1.15,0.9,spine,,
K01770,,Master (versija 1.1),"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,30,Antanas Marcelionis,Master versija 1.1,1,0.9,spine,,
K01771,Antanas Marcelionis,Meno pažinimas: mokytojas – mokinys,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,31,,Meno pažinimas: mokytojas – mokinys,1,0.9,spine,,
K01772,,Vilnius (albumas),"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,32,,Vilnius,0.67,0.6,spine,,mėlyna nugarėlė; be autoriaus
K01798,,Filosofija Vilniaus universitete 1579–1832,"Medinė lentyna, 5 lentyna (kinas, menas, muzika)",Žagarinė salonas,37,34,,Filosofija Vilniaus universitete 1579–1832,1,0.9,spine,,paskutinė lentynoje
K01778,,150 of the Most Beautiful Songs Ever,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,38,3,,150 of the Most Beautiful Songs Ever,1,0.9,spine,,3rd Edition; Piano / Vocal / Guitar
K01780,Maria Treben,Vaistingieji augalai iš Dievo sodo,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,38,4,Maria Treben,Vaistingieji augalai iš gamtos vaistinės,0.65,0.9,spine,,balta nugarėlė
K01779,,An Easy Guide to Ayurveda,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,38,5,Roy Eugene Davis,An Easy Guide to Ayurveda,1,0.9,spine,,
K01776,Tsai,The People's Race Inc.,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,38,10,Michael S. K. N. Tsai,The People's Race Inc.,1.15,0.9,cover,Zagarine Salonas 38_1.JPG,paantraštė „Behind the Scenes at the Honolulu Marathon“; plona knyga iš kairiojo plonų leidinių pluošto
K01774,,Sąnarių ir kaulų ligos,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,38,12,Mindaugas Papečkys,Sąnarių ir kaulų ligos,1,0.9,cover,Zagarine Salonas 38_3.JPG,serija „Vaistininko patarimai“
K01781,,Sveika širdis – tik per 30 minučių kasdien,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,38,16,,Sveika širdis – tik per 30 minučių kasdien,1,0.9,spine,,
K01782,Klaus Oberbeil; Christiane Lentz,Gamtos dovanoti vaistai,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,38,17,"Klaus Oberbeil, Christiane Lentz",Gamtos dovanoti vaistai,1.15,0.9,spine,,
K01783,Filomena Taunytė,9/10 laimės,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,38,18,Filomena Taunytė,9/10 laimės,1.15,0.8,spine,,
K01784,Michael F. Roizen; Mehmet C. Oz,TU ir tavo dieta,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,38,19,"M. F. Roizen, M. C. Oz",Tu ir tavo dieta,1.15,0.9,spine,,
K01785,Ann Wigmore,Kam kentėti?,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,38,20,Ann Wigmore,Kam kentėti?,1.15,0.9,spine,,
K01786,Juozas Ruolia,Septynios galimybės,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,38,21,Juozas Ruolia,Septynios galimybės,1.15,0.7,spine,,autoriaus pavardė nugarėlėje smulki; skaitoma „Juozas Ruolia“
K01787,"Danguolė, Juozas ir Andrius Vasiliauskai",Ilgo gyvenimo paslaptys,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,38,22,"Danguolė, Juozas, Audrius Vasiliauskai",Ilgo gyvenimo paslaptys,1.15,0.9,spine,,autoriai nugarėlėje surašyti būtent taip
K01788,,Maistas gydo,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,38,23,,Maistas gydo,1,0.9,spine,,salotinė nugarėlė
K01789,,Prieskoninių augalų ir jų vartojimo žinynas,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,38,24,"Kęstutis Obelevičius, Silvija Petkevičiūtė, Erika Šeinauskienė",Prieskoninių augalų ir jų vartojimo žinynas,1,0.9,spine,,
K01790,Yu-Lin Lian; Chun-Yan Chen ir kt.,Pictorial Atlas of Acupuncture (針灸),"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,38,25,"Yu-Lin Lian, Chun-Yan Chen, Michael Hammes, Bernard C. Kolster",Pictorial Atlas of Acupuncture,1,0.9,spine,,paantraštė „An illustrated manual of acupuncture points“
K01791,,Vyrų sveikata: didžioji knyga vyrams,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,38,26,,Vyrų sveikata. Didžioji knyga vyrams,1,0.9,spine,,
K01792,Bill Manley,Senovės Egipto paslaptys,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,38,28,Bill Manley,Senovės Egipto paslaptys,1.15,0.9,spine,,
