Patalpa,Lentyna,Pozicija,Autorius,Pavadinimas,Kalba,Pasitikėjimas,Šaltinis,Viršelio nuotrauka,Pastaba
Žagarinė salonas,31,1,F. Scott Fitzgerald,The Great Gatsby,EN,0.9,spine,,"artimiausias K00092 (0.4) tamsiai mėlyna, stovi kairiajame lentynos gale"
Žagarinė salonas,31,2,,Iš vieno nenaudėlio gyvenimo,LT,0.7,spine,,"artimiausias K01787 (0.33) melsvas drobinis viršelis, autoriaus ant nugarėlės nėra"
Žagarinė salonas,31,3,Džordžas Mereditas,,LT,0.7,spine,,"žalias drobinis viršelis, matosi tik autoriaus pavardė"
Žagarinė salonas,31,5,,,,0.3,spine,,"neįskaitoma: pilkai melsvas drobinis viršelis, nugarėlė be jokio teksto"
Žagarinė salonas,31,6,,,,0.3,spine,,neįskaitoma: antroje eilėje už priekinių knygų; matosi tik tamsiai raudonas viršutinis kraštas
Žagarinė salonas,31,7,,,,0.3,spine,,neįskaitoma: antroje eilėje; matosi tik kreminis viršutinis kraštas
Žagarinė salonas,31,8,Флобер,Воспитание чувств,RU,0.9,spine,,artimiausias K00123 (0.5) plona tamsiai žalia knyga su oranžine juosta
Žagarinė salonas,31,9,Омар Хайям,Стихи любимой,RU,0.6,spine,,"žalias viršelis su auksiniu ornamentu; pavadinimas rašytas dailyraščiu, sunkiai įskaitomas"
Žagarinė salonas,31,16,,,,0.3,spine,,neįskaitoma: antroje eilėje; matosi tik spalvota viršelio iliustracija virš priekinių knygų
Žagarinė salonas,31,17,А. Стриндберг,,RU,0.7,spine,,"raudonas viršelis, autoriaus pavardė gotikiniu šriftu, pavadinimo nėra"
Žagarinė salonas,31,30,,,,0.3,cover,Zagarine Salonas 31_1.JPG,neįskaitoma: antroje eilėje; matosi tik tamsi viršelio iliustracija su raudonu audiniu
Žagarinė salonas,31,32,,,,0.3,cover,Zagarine Salonas 31_1.JPG,"neįskaitoma: antroje eilėje; viršelyje moteris su skrybėle, teksto nesimato"
Žagarinė salonas,31,35,,Повесть о прекрасной Отикубо,RU,0.9,cover,Zagarine Salonas 31_2.JPG,paantraštė „Старинные японские повести“; žalias drobinis viršelis; lentynoje nugarėlės atpažinti nepavyko
Žagarinė salonas,31,36,,Naujasis Testamentas,LT,0.7,cover,Zagarine Salonas 31_3.JPG,"artimiausias K01724 (0.33) antraštinis lapas: „Mūsų Viešpaties ir Gelbėtojo Jėzaus Kristaus Naujasis Testamentas“, ranka įrašyta pavardė; lentynoje neatpažįstama"
Žagarinė salonas,31,38,Pierre Corneille,Sidas,LT,0.9,cover,Zagarine Salonas 31_6.JPG,serija „Baltų lankų klasika“; lentynoje neatpažįstama
Žagarinė salonas,32,2,James Herriot,All Creatures Great and Small,EN,0.9,spine,,"artimiausias K00693 (0.2) senas minkštas viršelis, kainos lipdukas $1.95"
Žagarinė salonas,32,3,Erichas Marija Remarkas,,LT,0.5,spine,,"mėlyna nugarėlė, matyti tik autoriaus pavardė, pavadinimas nematomas"
Žagarinė salonas,32,5,Rabindranatas Tagore,Atsisveikinimo naktis,LT,0.9,spine,,artimiausias K01186 (0.5) 
Žagarinė salonas,32,7,,Austrų novelės,LT,0.9,spine,,antologija
Žagarinė salonas,32,8,Sally Green,Pusiau blogas,LT,0.8,spine,,"raudona nugarėlė; pavardė „GREEN“ viršuje, vardas „SALLY“ apačioje, pavadinimas atspausdintas apverstas"
Žagarinė salonas,32,11,August Strindberg,Pamišėlio išpažintis,LT,0.9,spine,,ekslibriso lipdukas „HESSE“
Žagarinė salonas,32,12,Per Olov Enquist,Asmens gydytojo viešnagė,LT,0.9,spine,,
Žagarinė salonas,32,15,Luidžis Pirandelas,Velionis Matijas Paskalis,LT,0.9,spine,,
Žagarinė salonas,32,16,Žanas Luji Kiurtisas,Mąstanti nendrė,LT,0.8,spine,,autoriaus vardas nugarėlėje atspausdintas apverstas
Žagarinė salonas,32,26,,Хон Киль Тон – защитник бедных,RU,0.9,cover,Zagarine Salonas 32_2.JPG,"serija „Книга за книгой“; nufotografuota ant stalo, lentynoje neatpažinta"
Žagarinė salonas,32,27,Marguerite Duras,Meilužis,LT,0.9,cover,Zagarine Salonas 32_3.JPG,"nufotografuota ant stalo, lentynoje neatpažinta"
Žagarinė salonas,32,28,А. С. Грин,Рассказы,RU,0.9,cover,Zagarine Salonas 32_4.JPG,Баку; nuotraukoje antraštinio lapo kita pusė; lentynoje neatpažinta
Žagarinė salonas,32,29,,Мир вверх тормашками (Английский юмор в стихах),EN,0.9,cover,Zagarine Salonas 32_5.JPG,"sudarė N. M. Demurova; tekstas anglų k., aparatas rusų k.; lentynoje neatpažinta"
Žagarinė salonas,32,30,R. D. Blackmore,Lorna Doone,EN,0.7,cover,Zagarine Salonas 32_6.JPG,paantraštė „A Romance of Exmoor“; pavadinimas įskaitytas iš prasišviečiančio antraštinio lapo; lentynoje neatpažinta
Žagarinė salonas,32,31,Mark Twain,Huckleberry Finns Abenteuer,DE,0.9,cover,Zagarine Salonas 32_7.JPG,serija „Universal Bibliothek“; lentynoje neatpažinta
Žagarinė salonas,33,1,François Villon,Das Kleine und das Große Testament,DE,0.9,cover,Zagarine Salonas 33_1.JPG,artimiausias K00147 (0.25) iliustravo Hans Grundig; nugarėlėje „Hans Grundig · François Villon · Testame[nt]“
Žagarinė salonas,33,6,Lenau,,DE,0.5,spine,,"geltona Reclam knygelė, Nr. 1449; matosi tik autorius „Lenau“"
Žagarinė salonas,33,8,Klopstock,,DE,0.5,spine,,"geltona Reclam knygelė, Nr. 1391; matosi tik autorius „Klopstock“"
Žagarinė salonas,33,9,Friedrich Hölderlin,Hyperion,DE,0.7,spine,,"geltona Reclam knygelė, Nr. 559; autorius nugarėlėje nematomas"
Žagarinė salonas,33,12,Hermann Hesse,Eine Bibliothek der Weltliteratur,DE,0.7,spine,,"artimiausias K00143 (0.33) geltona Reclam knygelė, Nr. 7003"
Žagarinė salonas,33,15,,,DE,0.3,spine,,neįskaitoma: žalsvai melsva nugarėlė su balta juosta; matosi tik leidyklos ženklas „marixverlag“
Žagarinė salonas,33,16,E. T. A. Hoffmann,Die Elixiere des Teufels,DE,0.9,spine,,"artimiausias K00279 (0.33) ruda nugarėlė, numeris 316"
Žagarinė salonas,33,17,Johann Wolfgang von Goethe,Die Leiden des jungen Werther,DE,0.9,spine,,artimiausias K00279 (0.29) 
Žagarinė salonas,33,18,,,,0.3,spine,,"neįskaitoma: labai plona balta nugarėlė, pakrypusi, teksto nesimato"
Žagarinė salonas,33,19,Eduard Mörike,Maler Nolten. Gedichte,DE,0.9,spine,,artimiausias K00173 (0.5) tamsiai raudona oda su auksiniu įspaudu
Žagarinė salonas,33,20,Bettina von Arnim,Brentanos Frühlingskranz,DE,0.7,spine,,"kreminė nugarėlė, apačioje numeris 29; autorius nugarėlėje nenurodytas"
Žagarinė salonas,33,22,Annette von Droste-Hülshoff,Die schönsten Gedichte,DE,0.9,spine,,"artimiausias K00173 (0.5) insel klassik, it, numeris 4525"
Žagarinė salonas,33,33,,Walther von der Vogelweide,DE,0.6,spine,,artimiausias K00177 (0.29) oranžinė nugarėlė; po pavadinimu smulkesnis paantraštės tekstas neįskaitomas
Žagarinė salonas,33,35,,Die Gudrunsage,DE,0.9,cover,Zagarine Salonas 33_3.JPG,artimiausias K00279 (0.5) raudona brošiūra; lentynos nuotraukoje neatpažinta
Žagarinė salonas,33,36,Eduard Mörike,Mozart auf der Reise nach Prag,DE,0.9,cover,Zagarine Salonas 33_4.JPG,artimiausias K00177 (0.22) Novelle; lentynos nuotraukoje neatpažinta
Žagarinė salonas,33,37,W. Hauff,Märchen,DE,0.9,cover,Zagarine Salonas 33_5.JPG,serija „Lesestoff für Anfänger“; lentynos nuotraukoje neatpažinta
Žagarinė salonas,34,4,Goethe,,DE,0.3,spine,,"plona kreminė nugarėlė, matosi tik „Goethe · F…“"
Žagarinė salonas,34,8,,"Geliebte, Freundinnen",DE,0.4,spine,,"kreminė nugarėlė, matosi „Geliebte, Freundi…“, toliau uždengta"
Žagarinė salonas,34,10,,I Ging,DE,0.8,spine,,"artimiausias K00180 (0.4) pakrypusi dėžutė su kinų peizažu, apačioje Anaconda"
Žagarinė salonas,34,13,Franz Kafka,Erzählungen,DE,0.8,spine,,plona gelsva nugarėlė
Žagarinė salonas,34,15,Johann Gottfried Herder,Herder I,DE,0.8,spine,,kreminis tomas su juoda etikete „HERDER I“ (klasikų serija)
Žagarinė salonas,34,16,,,DE,0.3,spine,,"neįskaitoma: kreminis tomas su juoda etikete, etiketė nutrupėjusi — tekstas neįskaitomas"
Žagarinė salonas,34,17,Wilhelm Hauff,Hauff 1,DE,0.8,spine,,"kreminis tomas, juoda etiketė „HAUFF 1“"
Žagarinė salonas,34,18,Wilhelm Hauff,Hauff 2,DE,0.8,spine,,"kreminis tomas, juoda etiketė „HAUFF 2“"
Žagarinė salonas,34,22,,,,0.3,spine,,neįskaitoma: stora balta nugarėlė be jokio teksto
Žagarinė salonas,34,23,,,DE,0.3,spine,,"neįskaitoma: gelsvai smėlinė nugarėlė, tekstas visiškai nublukęs"
Žagarinė salonas,34,27,Мигель де Сервантес Сааведра,Дон Кихот Ламанчский. Часть первая,RU,0.9,cover,Zagarine Salonas 34_2.JPG,artimiausias K01826 (0.22) иллюстрации Саввы Бродского; lentynoje neatpažinta
Žagarinė salonas,34,28,Мигель де Сервантес Сааведра,Дон Кихот Ламанчский. Часть вторая,RU,0.9,cover,Zagarine Salonas 34_3.JPG,иллюстрации Саввы Бродского; lentynoje neatpažinta
Žagarinė salonas,34,30,Friedrich Hölderlin,Hölderlins Werke in zwei Bänden. Erster Band,DE,0.7,cover,Zagarine Salonas 34_6.JPG,artimiausias K00185 (0.25) antraštinis lapas neryškus; metai skaitomi kaip 1969
Žagarinė salonas,34,31,Friedrich Hölderlin,Hölderlins Werke in zwei Bänden. Zweiter Band,DE,0.7,cover,Zagarine Salonas 34_5.JPG,artimiausias K00185 (0.25) antraštinis lapas neryškus; metai skaitomi kaip 1969
Žagarinė salonas,34,32,Matthias Claudius,Der Wandsbecker Bote,DE,0.8,cover,Zagarine Salonas 34_7.JPG,artimiausias K01757 (0.22) paantraštė „Die Persönlichkeit im Spiegel ihrer Werke“
Žagarinė salonas,34,34,Albrecht Schaeffer,Das Kleinod im Lotos. Die Buddha Legende,DE,0.9,cover,Zagarine Salonas 34_9.JPG,artimiausias K00279 (0.25) 
Žagarinė salonas,35,3,,,,0.3,spine,,"neįskaitoma: juoda knyga, įstumta už priekinės eilės; matosi tik viršutinis kraštas"
Žagarinė salonas,35,14,,,,0.3,spine,,neįskaitoma: plona knyga gilumoje tarp „100 gražiausių pasaulio aikščių“ ir „Pasaulio valdovų rūmai“; matosi tik marmurinis lapų pjūvis
Žagarinė salonas,35,21,,,,0.3,spine,,"neįskaitoma: plona tamsiai mėlyna nugarėlė be matomo teksto, tarp rusiško vadovo ir „Šešeri metai Saigone“"
Žagarinė salonas,35,24,Vera Wilmatte Lefebvre Delattre,Picture South Africa,EN,0.7,spine,,"artimiausias K01532 (0.57) autoriaus vardas nugarėlėje smulkus, perskaitytas nevisiškai patikimai"
Žagarinė salonas,35,26,,Kunst der Welt,DE,0.7,spine,,artimiausias K01757 (0.22) plona juoda nugarėlė gilumoje
Žagarinė salonas,35,27,,,,0.3,spine,,neįskaitoma: persikinės spalvos nugarėlė be matomo teksto
Žagarinė salonas,35,29,Gabrielė Storaitė,,LT,0.4,spine,,"juoda nugarėlė; matosi tik autorės vardas, pavadinimą užstoja kaimyninės knygos"
Žagarinė salonas,35,32,,,LT,0.3,spine,,neįskaitoma: žalsvai mėlyna nugarėlė; matomas tik fragmentas „…TAS STATINIS“ ir vardas „Saulius…“
Žagarinė salonas,35,33,,,LT,0.3,spine,,"neįskaitoma: mėlyna nugarėlė, rausvos raidės; matomas fragmentas „…EZIJOS SALOS“ (galbūt „Indonezijos salos“ arba „Polinezijos salos“)"
Žagarinė salonas,35,35,,,,0.3,spine,,"neįskaitoma: didelė tamsi knyga su ornamentuotu (rytietišku) viršeliu, pastatyta už eilės; nugarėlės nesimato"
Žagarinė salonas,35,36,,,,0.3,spine,,"neįskaitoma: raudona ir tamsiai mėlyna knyga dešiniajame kadro krašte, beveik visiškai nukirsta"
Žagarinė salonas,35,37,,Žygis per pasaulį 2016–2020. BaltoScandia 2016,LT,0.8,cover,Zagarine Salonas 35_1.JPG,artimiausias K01781 (0.15) sulankstomas žemėlapis-brošiūra; viršuje „www.misijaLietuva100.lt“
Žagarinė salonas,35,38,,Plaukimas Ambersail. Karibai,LT,0.9,cover,Zagarine Salonas 35_2.JPG,naminis fotoalbumas; apačioje ranka „Be happy or leave :)“
Žagarinė salonas,35,39,,Самарканд,RU,0.9,cover,Zagarine Salonas 35_3.JPG,fotoalbumas apie Samarkandą
Žagarinė salonas,35,40,,"中国四川 Sichuan China. Beautiful Sichuan, Home of Grand Panda",kita,0.9,cover,Zagarine Salonas 35_4.JPG,artimiausias K01778 (0.15) kinų–anglų–japonų fotoalbumas
Žagarinė salonas,35,41,,Whistler Traveller,EN,0.9,cover,Zagarine Salonas 35_5.JPG,"žurnalas, ne knyga; numeryje „Whistler Blackcomb: 50 Years of Innovation“"
Žagarinė salonas,35,42,Jurga ir Ričardas Anusauskai,Foto paveikslai interjerui. Toli iš arti,LT,0.9,cover,Zagarine Salonas 35_6.JPG,plonas katalogas; atskiras leidinys nuo albumo „Toli iš arti“ (pos 12)
Žagarinė salonas,36,1,Johannes Bobrowski,Boehlendorff und Mäusefest,DE,0.9,cover,Zagarine Salonas 36_1.JPG,artimiausias K00150 (0.33) plona juoda knygelė; kairiojo pluošto plonų leidinių grupė
Žagarinė salonas,36,3,,И. Левитан,RU,0.9,cover,Zagarine Salonas 36_3.JPG,"geltonas apyrankis albumėlis, gerokai nudėvėtas"
Žagarinė salonas,36,4,,,,0.3,spine,,neįskaitoma: plonas šviesus leidinys be įskaitomo teksto ant nugarėlės; viršelio nuotrauka „Zagarine Salonas 36_4.JPG“ partijoje nepateikta
Žagarinė salonas,36,5,E. H. Gombrich,Meno istorija,LT,0.9,cover,Zagarine Salonas 36_5.JPG,artimiausias K00648 (0.4) 
Žagarinė salonas,36,6,,Teesie…,LT,0.9,cover,Zagarine Salonas 36_6.JPG,"ant viršelio: „Akcinė spaudos bendrovė LITUANUS, Vilnius 1990“"
Žagarinė salonas,36,7,Juozas Kazlauskas,,LT,0.6,cover,Zagarine Salonas 36_7.JPG,fotoalbumas; matyti tik autorius ir prierašas „Albumas sukurtas talkinant Vilniaus tremtinių bendrijai“ — pavadinimas nuotraukoje neužfiksuotas
Žagarinė salonas,36,11,,Pasaulio religijos,LT,0.9,cover,Zagarine Salonas 36_10.JPG,artimiausias K01812 (0.5) 
Žagarinė salonas,36,13,Rokas Pralgauskas,"Radiniai, sidabro dulkės ir liūto gėlės",LT,0.5,spine,,"artimiausias K00659 (0.29) pavadinimas ant nugarėlės rašytas ranka imituojančiu šriftu, skaitomas nepatikimai"
Žagarinė salonas,36,16,Գ. Խանջյան,,kita,0.5,spine,,"armėniškas albumas, nugarėlėje tik autoriaus pavardė armėnų raštu; melsva nugarėlė su peizažu"
Žagarinė salonas,36,20,,Kunst der Goethezeit,DE,0.8,spine,,artimiausias K01757 (0.22) serija „Welt der Kunst“ nurodyta nugarėlės apačioje
Žagarinė salonas,36,22,,Vilniaus istorija,LT,0.9,spine,,"artimiausias K00575 (0.57) 3 tomai dėkle: I t. XIII a.–1795 m., II t. 1795–1914 metai, III t. 1915–1990 metai"
Žagarinė salonas,36,23,"Gediminas Urbonas, Ann Lui, Lucas Freeman",Public Space? Lost and Found,EN,0.9,spine,,artimiausias K01701 (0.57) raudona nugarėlė
Žagarinė salonas,36,24,,Rijksmuseum,,0.6,spine,,"plona salotinė nugarėlė, tik muziejaus pavadinimas ir logotipas; kalba nenustatoma"
Žagarinė salonas,36,30,Frank Milner,Van Gogh,EN,0.8,spine,,mėlyna nugarėlė
Žagarinė salonas,36,31,Виталий Бутырин,Избранные фотографии,RU,0.9,spine,,artimiausias K01747 (0.33) juoda nugarėlė
Žagarinė salonas,36,32,,Государственный музей изобразительных искусств им. …,RU,0.5,spine,,"kraštinė knyga, iš dalies už kadro; pavadinimo pabaiga nematoma"
Žagarinė salonas,37,6,,,,0.3,spine,,"neįskaitoma: tamsi knyga už priekinės eilės, matosi tik „Meni…“ ir „…Poškus“ — tikėtina to paties leidinio dublikatas"
Žagarinė salonas,37,8,V. Mikalauskas,,LT,0.4,spine,,"geltona nugarėlė; matosi tik autoriaus pavardė, pavadinimo vieta tuščia / nublukusi"
Žagarinė salonas,37,9,M. Petuchauskas,D. Banionis,LT,0.8,spine,,kreminė nugarėlė
Žagarinė salonas,37,13,,,,0.3,spine,,neįskaitoma: plona juoda nugarėlė be įskaitomo teksto
Žagarinė salonas,37,14,Petras Dabrišius,Vilko kailyje,LT,0.8,spine,,plona balta nugarėlė
Žagarinė salonas,37,17,,,,0.3,spine,,neįskaitoma: plona pilkai balta knyga/katalogas be įskaitomo teksto
Žagarinė salonas,37,19,Stark,"Das Heilige war es, das mich ergriff",DE,0.8,spine,,artimiausias K01761 (0.6) mėlyna nugarėlė
Žagarinė salonas,37,20,Владимир Высоцкий,,RU,0.4,spine,,labai apdilusi šviesi nugarėlė; matosi tik autoriaus vardas
Žagarinė salonas,37,21,,Gitarre,DE,0.7,spine,,artimiausias K01762 (0.5) tamsi nugarėlė su baltu įrašu
Žagarinė salonas,37,23,,Bardų knyga,LT,0.5,spine,,artimiausias K00667 (0.5) pilkšvai žalia nugarėlė su ranka užrašyta etikete „Bardų knyga“
Žagarinė salonas,37,24,,Pašėlęs vėjas,LT,0.8,spine,,artimiausias K01764 (0.57) 
Žagarinė salonas,37,33,Ignas Burneika,"Vilnius. Sights, Panoramas",EN,0.8,spine,,artimiausias K00901 (0.33) 
Žagarinė salonas,38,1,,,,0.3,spine,,"neįskaitoma: stora knyga oranžiniu popieriniu aplanku, ant nugarėlės jokio teksto; aplankas nuplyšęs"
Žagarinė salonas,38,2,,,,0.3,spine,,"neįskaitoma: rusvai bordinis tomas prie galinės sienelės, nugarėlė nematoma"
Žagarinė salonas,38,6,M. Á. Almodóvar,Almodóvaro formulė,LT,0.8,spine,,knyga stovi aukštyn kojomis; nugarėlė skaityta apvertus
Žagarinė salonas,38,7,,,,0.3,spine,,"neįskaitoma: tamsiai žalias įrišimas, ant nugarėlės teksto nematyti"
Žagarinė salonas,38,8,,,,0.3,spine,,neįskaitoma: baltas plastikine spirale įrištas segtuvas be užrašų
Žagarinė salonas,38,9,,Clear File 20 Pockets,EN,0.8,spine,,"juodas įmaučių aplankas, ne knyga"
Žagarinė salonas,38,11,,S. Messa per il quinto centenario della morte di S. Casimiro – Patrono della Lituania,kita,0.8,cover,Zagarine Salonas 38_2.JPG,"artimiausias K01805 (0.14) italų kalba; „Basilica di S. Pietro, 4 marzo 1984. Anno giubilare della Redenzione“; plona brošiūra"
Žagarinė salonas,38,13,Zygfrydas Šnabilis,Nervai?,LT,0.9,cover,Zagarine Salonas 38_4.JPG,serija „Biblioteka «Žmogus ir sveikata»“
Žagarinė salonas,38,14,"Claudio Borghi, Ettore Ambrosioni","Zofenoprilio vaidmuo, gydant širdies ir kraujagyslių ligas",LT,0.8,cover,Zagarine Salonas 38_5.JPG,"autoriai nurodyti viršelio apačioje: Bolonijos universitetas, Vidaus ligų skyrius, Italija"
Žagarinė salonas,38,15,Maria Treben,Vaistingieji augalai iš Dievo sodo,LT,0.9,spine,,artimiausias K00663 (0.57) geltona nugarėlė
Žagarinė salonas,38,27,,Didžioji Lietuvos grybų knyga,LT,0.9,spine,,artimiausias K01840 (0.57) 
Žagarinė salonas,38,32,,,,0.3,spine,,"neįskaitoma: antroji eilė už pos 25–26: pilkšva didelio formato knyga, nugarėlė atsukta į sieną"
Žagarinė salonas,38,33,,,LT,0.3,spine,,"neįskaitoma: antroji eilė už pos 27: kreminė knyga, matyti tik apversto lietuviško pavadinimo galas „…paslaptys“"
Žagarinė salonas,38,34,,,,0.3,spine,,neįskaitoma: antroji eilė už pos 27–28: juoda didelio formato knyga
Žagarinė salonas,38,35,,,,0.3,spine,,neįskaitoma: antroji eilė už pos 28–29: tamsiai pilka didelio formato knyga
Žagarinė salonas,39,1,,,,0.3,spine,,"neįskaitoma: šviesiai mėlyna knyga kairiajame krašte, nuotraukos rėmo nukirsta; matyti tik leidyklos ženklas"
Žagarinė salonas,39,2,,Crossroads. A Popular History of Malaysia and Singapore,EN,0.7,spine,,artimiausias K01688 (0.36) pavadinimo pradžia nukirsta kadro krašte
Žagarinė salonas,39,3,,Picture South Africa,EN,0.8,spine,,artimiausias K01532 (0.57) 
Žagarinė salonas,39,4,,Tomkinson's Tunisia,EN,0.8,spine,,
Žagarinė salonas,39,5,,Kunst der Welt,DE,0.6,spine,,"maža knyga, stovi už priekinės eilės"
Žagarinė salonas,39,6,,Ägypten,DE,0.8,spine,,
Žagarinė salonas,39,7,Gabrielė Štaraitė,Apie Afrikos žmones ir žvėris,LT,0.9,spine,,artimiausias K00628 (0.29) 
Žagarinė salonas,39,9,,Pasiklydęs Amazonijoje. Mato Šalčiaus klajonių pėdsakais,LT,0.9,spine,,
Žagarinė salonas,39,10,Gerimantas Statinis,,LT,0.6,spine,,"žalsvas viršelis, ant nugarėlės tik autoriaus vardas"
Žagarinė salonas,39,11,,Amazon Emotions,EN,0.8,spine,,
Žagarinė salonas,39,12,,,,0.3,spine,,"neįskaitoma: plona alyvuogių spalvos knyga, nugarėlė be teksto"
Žagarinė salonas,39,14,,Израиль,RU,0.6,spine,,"vyšninė nugarėlė, apačioje „Русское издание“"
Žagarinė salonas,39,18,,Sardegna. Wonderful Sardinia,EN,0.8,spine,,ant nugarėlės „English edition“
Žagarinė salonas,39,20,,,,0.3,spine,,neįskaitoma: tamsiai pilka knyga su sidabrinėmis ornamentinėmis juostomis; įskaitoma tik dalis užrašo „BRUCKE“
Žagarinė salonas,39,22,Maria Sciortino,,,0.5,spine,,tamsiai mėlyna nugarėlė su peizažo nuotrauka; matomas tik autorės vardas
Žagarinė salonas,39,23,,Experience Florence,EN,0.7,spine,,mėlyna viršutinė nugarėlės juosta
Žagarinė salonas,39,24,,Ho visto Firenze,IT,0.7,spine,,artimiausias K01691 (0.5) 
Žagarinė salonas,39,25,,,,0.3,spine,,neįskaitoma: pilka knyga su tapybos reprodukcija ant nugarėlės; apačioje neaiškus užrašas
Žagarinė salonas,39,26,Luciano Artusi,Guida letteraria. A Literary Guide of Florence,IT,0.7,spine,,dvikalbis leidinys (IT/EN)
Žagarinė salonas,39,27,Lionginas Šepetys,,LT,0.6,spine,,tamsi nugarėlė su auksinėmis raidėmis; matomas tik autoriaus vardas
Žagarinė salonas,39,29,Justas Vincas Paleckis,,LT,0.6,spine,,juoda nugarėlė; matomas tik autoriaus vardas
Žagarinė salonas,39,30,,Facts about Finland,EN,0.8,spine,,artimiausias K01864 (0.18) 
Žagarinė salonas,39,32,,,,0.3,spine,,neįskaitoma: tamsi marmuruota nugarėlė be įskaitomo teksto
Žagarinė salonas,39,34,,,LT,0.3,spine,,neįskaitoma: pilka nugarėlė; įskaitoma tik „…kas · Susitikimas su …“
Žagarinė salonas,39,35,,Les Dirigeants de Vercingétorix à la Ve République. Histoire de France,FR,0.7,spine,,artimiausias K01697 (0.6) 
Žagarinė salonas,39,37,,Nestoras. Maistas,LT,0.5,spine,,"artimiausias K00676 (0.5) geltona nugarėlė, raudonos raidės „NESTORAS MAISTAS“; neaišku, kuri dalis yra autorius, kuri pavadinimas"
Žagarinė salonas,39,39,,,,0.3,spine,,"neįskaitoma: juoda dėklo/aplanko formos knyga antroje eilėje, be matomo teksto"
Žagarinė salonas,39,42,,Kalnai lieka,LT,0.7,spine,,juoda nugarėlė; autoriaus vardas rašytas dailyraščiu ir neįskaitomas
Žagarinė salonas,39,43,Ayn Rand,The Fountainhead; Atlas Shrugged,EN,0.8,spine,,"artimiausias K00814 (0.33) 2 tomai dėžutėje (slipcase), stovi lentynos gilumoje virš priekinės eilės"
Žagarinė salonas,39,44,,,,0.3,spine,,"neįskaitoma: rausvai balta knyga už Lonely Planet leidinio, matosi tik kraštas"
Žagarinė salonas,39,45,,Rio de Janeiro,EN,0.9,spine,,"atverstas nugarine puse į priekį, matosi galinis viršelis su Brazilijos žemėlapiu"
Žagarinė salonas,39,47,Pilkoji Pelėda,Girių piligrimai,LT,0.8,spine,,
Žagarinė salonas,39,49,,,,0.3,spine,,"neįskaitoma: oranžinė knyga su žemėlapio raštu, ant nugarėlės teksto nesimato"
Žagarinė salonas,39,50,Antoine de Saint-Exupéry,Citadelė,LT,0.9,spine,,
Žagarinė salonas,39,51,,,,0.3,spine,,"neįskaitoma: tamsi knyga be matomo teksto, šalia Citadelės"
Žagarinė salonas,39,52,Judy Allen,Neįmintos pasaulio mįslės,LT,0.6,spine,,artimiausias K01812 (0.4) knyga pastatyta apversta; pavadinimo pradžia užstota
Žagarinė salonas,39,54,,Silva Rerum. Šeimos knyga Mantui ir Urtei,LT,0.9,cover,Zagarine Salonas 39_1.JPG,artimiausias K00667 (0.25) baltas gulsčio formato albumas; lentynos nuotraukoje neatpažįstamas
Žagarinė salonas,40,2,,Lietuvos tapyba,LT,0.9,spine,,artimiausias K00537 (0.5) mėlynos spalvos raidės; antras to paties pavadinimo tomas ar leidimas
Žagarinė salonas,40,3,,,,0.3,spine,,"neįskaitoma: plona pageltusi knyga suplyšusia nugarėle, teksto nematyti"
Žagarinė salonas,40,4,,,,0.3,spine,,"neįskaitoma: užpakalinė eilė, virš Čiurlionio nugarėlės matyti tik pilkšvo viršelio kraštas su raidėmis „LIE…“"
Žagarinė salonas,40,6,,Stasys Krasauskas,LT,0.9,spine,,"kreminis aplankas, knyga pakrypusi — matyti ir nugarėlė, ir viršelio užrašas „STASYS K…“"
Žagarinė salonas,40,7,,Стасис Красаускас,RU,0.9,spine,,"tamsi nugarėlė, rusiškas leidimas"
Žagarinė salonas,40,10,Algimantas Aleksandravičius,Portretai / Portraits,LT,0.9,spine,,ruda nugarėlė; „portretai“ ir „portraits“ abiejuose nugarėlės galuose
Žagarinė salonas,40,12,,,,0.3,spine,,"neįskaitoma: plonas baltas leidinys su juodu grafikos raštu nugarėlėje, teksto nėra"
Žagarinė salonas,40,13,,Augustinas Savickas / Аугустинас Савицкас,LT,0.9,spine,,artimiausias K01715 (0.57) kreminė nugarėlė su Vagos ženklu; pavadinimas lietuviškai ir rusiškai
Žagarinė salonas,40,14,,Augustinas Savickas / Аугустинас Савицкас,LT,0.9,spine,,artimiausias K01715 (0.57) antras tos pačios knygos egzempliorius (arba kitas tomas)
Žagarinė salonas,40,18,Marija Matušakaitė,Portretas XVI–XVIII a. Lietuvoje,LT,0.6,spine,,tamsiai mėlyna nugarėlė; pavadinimas auksiniame rėmelyje viršuje įskaitomas tik iš dalies
Žagarinė salonas,40,19,,Lietuvos istorijos paminklai,LT,0.9,spine,,artimiausias K00537 (0.4) pilkšva nugarėlė
Žagarinė salonas,40,20,,,,0.3,spine,,"neįskaitoma: užpakalinė eilė: tamsi (juoda ar tamsiai pilka) knyga, matyti tik viršutinis kraštas"
Žagarinė salonas,40,21,,,kita,0.3,spine,,"neįskaitoma: užpakalinė eilė: plonas raudonas leidinys su hieroglifais (kinų ar japonų), pavadinimas neįskaitomas"
Žagarinė salonas,40,22,Barry Hatton,The Portuguese,EN,0.9,spine,,artimiausias K00814 (0.5) žalsvai mėlyna nugarėlė
Žagarinė salonas,40,23,,Antanas Gedminas,LT,0.9,spine,,"balta nugarėlė, dailininko albumas"
Žagarinė salonas,40,24,Walter Isaacson,Einstein,EN,0.9,spine,,artimiausias K00693 (0.48) 
